Object,Period(minute),Start Time,DL_Resource_Block_Utilizing_Rate(%),MaxUSER,Interference(dBm),4G User DL Throughput_SWAP(Kbps)
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:12,15.294,39,"	-115",27505.115
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:12,3.341,4,"	-118",57508.851
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:12,19.778,33,"	-116",21886.547
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:12,0.882,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,5.946,7,"	-113",17471.247
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,16.144,22,"	-117",12548.802
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,1.255,9,"	-115",13763.179
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,1.724,1,"	-116",NIL
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,2.57,11,"	-118",80327.408
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,0.885,0,"	-117",NIL
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:11,3.47,2,"	-117",20
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,15.575,41,"	-115",29664.46
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:11,2.599,5,"	-117",70612.878
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,21.828,34,"	-115",22390.918
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:11,0.885,0,"	-119",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,5.606,6,"	-114",13576.925
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,9.124,24,"	-117",16314.204
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,2.389,7,"	-113",2393.283
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,1.838,2,"	-116",784
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,4.045,12,"	-118",47191.592
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,0.957,2,"	-116",8713.6
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:10,4.022,2,"	-117",17817.333
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,9.345,37,"	-113",32184.451
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:10,2.869,6,"	-118",77830.445
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,6.733,37,"	-115",14316.78
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:10,0.898,1,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,5.218,3,"	-114",4658.846
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,6.63,24,"	-117",11049.861
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,0.914,7,"	-115",16140.421
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,1.856,4,"	-116",5437.053
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,1.176,7,"	-118",12256.545
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,1.386,6,"	-118",10419.489
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:09,4.018,2,"	-118",15532.092
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,10.321,32,"	-115",28194.612
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:09,5.845,5,"	-117",32046.949
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,8.164,34,"	-116",13417.166
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:09,0.883,0,"	-119",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,6.316,3,"	-114",8810.124
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,16.288,25,"	-117",5472.649
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,0.827,3,"	-114",3098.24
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,1.846,3,"	-116",10037.556
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,1.971,11,"	-118",25526.279
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,1.191,5,"	-118",12015.467
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:08,3.292,1,"	-117",448
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,10.888,31,"	-114",28715.199
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:08,2.166,6,"	-117",2696.234
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,15.092,45,"	-116",17624.087
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:08,0.881,0,"	-119",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,3.028,5,"	-114",9994.247
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,8.558,30,"	-117",12491.154
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,1.926,3,"	-116",6133.031
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,0.9,4,"	-113",3289.569
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,1.124,9,"	-118",3917.714
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,1.679,4,"	-118",4746.059
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,13.665,36,"	-113",32464.205
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:07,3.314,0,"	-117",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,20.157,28,"	-116",20735.275
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:07,2.661,6,"	-118",5103.704
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:07,0.923,2,"	-118",5469.333
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,8.654,7,"	-113",4764.376
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,8.68,27,"	-116",16211.766
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,1.972,4,"	-116",14211.765
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,0.926,3,"	-115",3320.381
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,1.872,15,"	-118",27093.675
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,3.565,4,"	-118",2041.101
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,19.067,33,"	-115",29655.04
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:06,2.85,0,"	-117",NIL
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:06,0.975,6,"	-117",12972
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,14.526,34,"	-116",13830.706
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:06,0.883,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,4.5,2,"	-111",4946.838
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,10.446,30,"	-116",22730.671
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,1.178,2,"	-115",10360.696
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,2.03,5,"	-115",8244.832
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,1.801,10,"	-118",16057.065
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,1.059,5,"	-118",23170.286
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:05,2.854,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,19.043,33,"	-115",17526.181
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:05,1.629,6,"	-117",21921.563
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,21.739,33,"	-116",13525.862
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:05,0.915,1,"	-119",5589.333
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,2.668,4,"	-113",3298.526
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,6.94,25,"	-116",10208.794
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,1.812,4,"	-116",5672
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,1.229,3,"	-115",22002.841
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,1.256,10,"	-118",32937.674
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,0.927,4,"	-118",24376
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:04,2.904,1,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,14.708,31,"	-114",30228.29
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:04,1.004,6,"	-117",9458.25
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,27.43,40,"	-116",18085.614
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:04,0.886,0,"	-119",NIL
